Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F	Signature G	Signature H	Signature I
Sample1222	2.57E+01	1.05E+01	3.19E+01	1.38E+01	2.79E+01	8.32E+00	7.84E+00	4.57E+00	1.59E+01
Sample1223	1.96E+01	1.26E+01	2.99E+01	2.05E+01	2.43E+01	1.38E+01	7.61E+00	1.52E+01	2.48E+01
Sample1224	2.33E+01	7.94E+00	1.73E+01	1.11E+01	2.29E+01	1.19E+01	8.77E+00	1.21E+01	1.50E+01
Sample1225	1.13E+01	5.51E+00	1.97E+01	1.15E+01	2.40E+01	1.77E+01	1.11E+01	1.72E+01	2.85E+01
Sample1226	2.18E+01	8.18E+00	2.45E+01	7.30E+00	3.77E+01	1.25E+01	8.63E+00	1.87E+01	1.94E+01
Sample1227	1.78E+01	8.58E+00	7.82E+00	8.04E+00	1.49E+01	6.47E+00	1.56E+01	1.73E+01	1.30E+01
Sample1228	1.36E+01	9.14E+00	2.86E+01	2.07E+01	3.03E+01	9.67E+00	8.75E+00	2.72E+01	1.38E+01
Sample1229	2.23E+01	8.77E+00	3.11E+01	1.36E+01	1.77E+01	2.11E+01	6.58E+00	4.17E+01	1.90E+01
Sample1230	2.42E+01	1.49E+01	1.78E+01	1.37E+01	2.11E+01	1.25E+01	1.29E+01	1.39E+01	1.55E+01
Sample1231	1.89E+01	1.45E+01	2.29E+01	1.37E+01	1.85E+01	1.95E+01	1.09E+01	2.17E+01	1.93E+01
Sample1232	3.95E+01	1.20E+01	2.64E+01	7.52E+00	3.13E+01	8.38E+00	7.35E+00	1.31E+01	2.05E+01
Sample1233	2.20E+01	9.04E+00	1.64E+01	1.14E+01	2.85E+01	8.28E+00	6.28E+00	1.68E+01	1.68E+01
Sample1234	2.14E+01	1.01E+01	1.53E+01	1.08E+01	2.83E+01	1.30E+01	7.95E+00	1.14E+01	2.09E+01
Sample1235	2.39E+01	1.96E+01	3.55E+01	1.21E+01	1.07E+01	9.53E+00	1.12E+01	2.01E+01	1.24E+01
Sample1236	1.97E+01	8.59E+00	1.70E+01	1.03E+01	2.38E+01	9.39E+00	5.44E+00	1.93E+01	1.84E+01
Sample1237	1.94E+01	6.76E+00	1.52E+01	5.27E+00	2.08E+01	5.37E+00	1.56E+01	8.69E+00	1.62E+01
Sample1238	1.03E+01	1.23E+01	1.70E+01	1.31E+01	1.79E+01	1.35E+01	1.17E+01	2.47E+01	2.04E+01
Sample1239	2.95E+01	6.37E+00	8.42E+00	7.04E+00	3.60E+01	5.26E+00	1.27E+01	1.21E+01	1.38E+01
Sample1240	1.80E+01	2.36E+01	3.20E+01	1.81E+01	2.35E+01	8.95E+00	1.02E+01	2.42E+01	2.32E+01
Sample1241	2.45E+01	2.10E+01	2.13E+01	1.78E+01	2.40E+01	2.38E+01	8.89E+00	1.95E+01	2.92E+01
Sample1242	1.08E+01	7.17E+00	1.33E+01	6.89E+00	1.83E+01	5.49E+00	8.30E+00	1.48E+01	1.68E+01
Sample1243	1.84E+01	7.28E+00	1.95E+01	1.23E+01	9.59E+00	2.47E+01	5.26E+00	3.02E+01	1.57E+01
Sample1244	2.53E+01	5.29E+00	1.72E+01	7.76E+00	2.31E+01	1.61E+01	7.36E+00	1.20E+01	1.83E+01
Sample1245	1.77E+01	1.47E+01	1.81E+01	1.54E+01	1.00E+01	2.90E+01	8.80E+00	3.81E+01	2.23E+01
Sample1246	2.24E+01	6.68E+00	1.48E+01	1.14E+01	2.36E+01	1.15E+01	1.11E+01	2.10E+01	2.13E+01
Sample1247	2.82E+01	7.70E+00	1.34E+01	1.01E+01	2.77E+01	7.45E+00	9.83E+00	1.48E+01	1.16E+01
Sample1248	2.45E+01	7.60E+00	2.38E+01	1.17E+01	3.31E+01	2.48E+01	6.69E+00	2.55E+01	1.45E+01
Sample1249	1.94E+01	9.95E+00	1.86E+01	1.25E+01	2.00E+01	6.27E+00	1.26E+01	1.52E+01	1.45E+01
Sample1250	2.20E+01	1.34E+01	1.66E+01	8.50E+00	1.08E+01	2.13E+01	1.30E+01	2.19E+01	1.94E+01
Sample1251	2.00E+01	8.09E+00	1.35E+01	1.36E+01	2.37E+01	9.49E+00	9.76E+00	2.76E+01	1.71E+01
Sample1252	2.05E+01	8.33E+00	2.62E+01	2.04E+01	2.57E+01	1.40E+01	5.32E+00	1.32E+01	1.59E+01
Sample1253	3.36E+01	1.19E+01	1.48E+01	8.04E+00	2.05E+01	9.70E+00	1.28E+01	1.53E+01	2.14E+01
Sample1254	2.56E+01	1.08E+01	2.35E+01	7.85E+00	2.39E+01	8.42E+00	1.30E+01	8.28E+00	2.16E+01
Sample1255	3.01E+01	1.22E+01	1.56E+01	6.56E+00	3.08E+01	4.35E+00	9.33E+00	1.37E+01	1.78E+01
Sample1256	2.37E+01	6.41E+00	1.46E+01	5.15E+00	2.47E+01	7.26E+00	7.19E+00	1.26E+01	1.73E+01
Sample1257	2.59E+01	7.21E+00	1.31E+01	1.29E+01	2.38E+01	1.29E+01	7.52E+00	1.12E+01	1.57E+01
Sample1258	2.78E+01	7.26E+00	1.57E+01	8.16E+00	2.43E+01	1.13E+01	7.94E+00	2.18E+01	1.68E+01
Sample1259	2.57E+01	9.48E+00	1.99E+01	1.04E+01	2.83E+01	1.08E+01	1.30E+01	1.57E+01	2.44E+01
Sample1260	1.88E+01	1.16E+01	2.12E+01	1.18E+01	9.52E+00	2.00E+01	1.46E+01	2.23E+01	2.15E+01
Sample1261	2.20E+01	4.26E+00	3.05E+01	1.76E+01	2.91E+01	2.19E+01	1.40E+01	1.90E+01	1.73E+01
Sample1262	2.30E+01	5.43E+00	2.03E+01	7.04E+00	2.50E+01	6.35E+00	8.02E+00	1.20E+01	1.90E+01
Sample1263	2.09E+01	8.63E+00	7.21E+00	1.40E+01	1.80E+01	8.30E+00	6.33E+00	8.32E+00	8.78E+00
Sample1264	3.05E+01	8.24E+00	1.73E+01	1.33E+01	3.45E+01	1.01E+01	9.60E+00	1.29E+01	2.28E+01
Sample1265	2.34E+01	9.72E+00	2.35E+01	8.92E+00	1.17E+01	4.72E+00	8.17E+00	1.33E+01	1.76E+01
Sample1266	2.02E+01	1.17E+01	2.21E+01	8.17E+00	3.12E+01	2.19E+01	9.39E+00	3.40E+01	1.87E+01
Sample1267	5.76E+00	1.43E+01	1.72E+01	6.69E+00	1.64E+01	1.30E+01	8.63E+00	1.73E+01	1.47E+01
Sample1268	1.67E+01	6.09E+00	1.94E+01	6.39E+00	2.33E+01	1.26E+01	8.12E+00	1.50E+01	1.86E+01
Sample1269	2.18E+01	5.35E+00	1.44E+01	8.15E+00	2.10E+01	1.26E+01	1.16E+01	1.86E+01	1.62E+01
Sample1270	1.53E+01	1.37E+01	1.39E+01	1.30E+01	3.23E+01	1.54E+01	7.49E+00	3.09E+01	1.26E+01
Sample1271	2.14E+01	7.40E+00	1.12E+01	1.07E+01	1.45E+01	9.31E+00	1.16E+01	1.34E+01	1.13E+01
Sample1272	2.45E+01	4.52E+00	1.59E+01	1.61E+01	3.40E+01	8.02E+00	7.20E+00	1.26E+01	1.55E+01
Sample1273	1.32E+01	1.47E+01	1.62E+01	1.31E+01	1.82E+01	7.28E+00	4.78E+00	1.61E+01	1.84E+01
Sample1274	1.97E+01	5.28E+00	1.95E+01	2.93E+01	2.27E+01	2.18E+01	5.16E+00	1.89E+01	1.89E+01
Sample1275	2.45E+01	1.23E+01	1.72E+01	1.12E+01	1.58E+01	2.93E+01	6.94E+00	2.23E+01	1.43E+01
Sample1276	2.11E+01	4.69E+00	3.24E+01	2.07E+01	2.61E+01	2.42E+01	9.96E+00	1.50E+01	1.80E+01
Sample1277	1.70E+01	1.11E+01	3.39E+01	1.70E+01	1.51E+01	6.13E+00	6.86E+00	2.09E+01	2.95E+01
Sample1278	1.56E+01	7.78E+00	2.33E+01	1.23E+01	2.41E+01	2.43E+01	1.31E+01	2.85E+01	1.97E+01
Sample1279	3.01E+01	9.50E+00	2.16E+01	1.46E+01	3.53E+01	8.40E+00	9.61E+00	1.15E+01	2.15E+01
Sample1280	2.25E+01	4.80E+00	2.01E+01	1.51E+01	3.16E+01	1.87E+01	1.03E+01	1.06E+01	1.71E+01
Sample1281	1.89E+01	7.33E+00	2.36E+01	2.69E+01	3.27E+01	2.11E+01	8.34E+00	1.55E+01	9.95E+00
Sample1282	1.77E+01	8.39E+00	1.89E+01	9.53E+00	2.42E+01	7.57E+00	5.01E+00	1.41E+01	2.05E+01
Sample1283	2.08E+01	2.46E+01	2.12E+01	1.15E+01	1.66E+01	1.12E+01	8.36E+00	2.49E+01	2.01E+01
Sample1284	3.37E+01	5.05E+00	1.19E+01	7.21E+00	2.62E+01	7.89E+00	1.32E+01	1.33E+01	1.41E+01
Sample1285	2.32E+01	1.65E+01	2.00E+01	1.30E+01	1.80E+01	2.24E+01	8.41E+00	1.58E+01	2.00E+01
Sample1286	2.72E+01	2.82E+01	5.28E+01	2.05E+01	3.04E+01	8.88E+00	2.07E+01	3.44E+01	2.20E+01
Sample1287	3.21E+01	6.28E+00	1.24E+01	6.18E+00	3.13E+01	1.36E+01	1.05E+01	1.52E+01	2.79E+01
Sample1288	1.95E+01	6.62E+00	1.88E+01	1.02E+01	2.98E+01	2.82E+01	1.45E+01	2.58E+01	1.52E+01
Sample1289	2.30E+01	5.71E+00	1.59E+01	8.85E+00	1.53E+01	9.09E+00	7.55E+00	1.60E+01	1.40E+01
Sample1290	1.54E+01	1.04E+01	1.39E+01	1.47E+01	2.25E+01	1.03E+01	4.77E+00	1.03E+01	1.53E+01
Sample1291	2.23E+01	9.39E+00	2.46E+01	1.63E+01	2.33E+01	5.99E+00	6.16E+00	1.59E+01	1.30E+01
Sample1292	2.03E+01	6.76E+00	1.64E+01	8.80E+00	2.47E+01	6.55E+00	1.03E+01	1.86E+01	2.29E+01
Sample1293	2.85E+01	6.62E+00	2.58E+01	1.64E+01	3.50E+01	1.41E+01	1.13E+01	2.55E+01	2.28E+01
Sample1294	2.34E+01	1.14E+01	2.23E+01	9.18E+00	3.49E+01	9.13E+00	6.83E+00	2.14E+01	1.99E+01
Sample1295	1.89E+01	1.21E+01	1.48E+01	1.23E+01	2.78E+01	1.40E+01	7.46E+00	1.59E+01	3.34E+01
Sample1296	1.63E+01	5.29E+00	1.92E+01	1.82E+01	1.39E+01	1.04E+01	6.68E+00	1.31E+01	1.36E+01
Sample1297	2.27E+01	6.36E+00	2.00E+01	1.28E+01	2.81E+01	2.27E+01	1.17E+01	1.27E+01	7.15E+00
Sample1298	1.63E+01	5.35E+00	2.41E+01	9.19E+00	2.43E+01	3.39E+01	7.63E+00	2.84E+01	2.23E+01
Sample1299	2.94E+01	2.26E+01	3.26E+01	1.48E+01	7.47E+00	1.06E+01	8.19E+00	2.90E+01	1.91E+01
Sample1300	2.16E+01	6.28E+00	1.41E+01	1.66E+01	2.02E+01	7.17E+00	5.16E+00	1.67E+01	1.78E+01
Sample1301	1.82E+01	1.08E+01	8.53E+00	1.18E+01	1.87E+01	1.09E+01	9.25E+00	1.94E+01	1.89E+01
Sample1302	8.75E-01	1.64E+01	2.39E+01	1.46E+01	0.00E+00	1.40E+01	1.61E+01	1.47E+01	1.44E+01
Sample1303	3.21E+01	2.17E+01	3.11E+01	1.09E+01	2.86E+01	1.32E+01	1.14E+01	1.69E+01	2.32E+01
Sample1304	1.58E+01	1.42E+01	2.76E+01	1.59E+01	2.54E+01	5.81E+00	1.52E+01	1.20E+01	1.77E+01
Sample1305	2.50E+01	7.13E+00	1.87E+01	1.57E+01	3.20E+01	1.20E+01	1.00E+01	9.87E+00	2.26E+01
Sample1306	3.26E+01	6.08E+00	1.38E+01	6.17E+00	2.32E+01	1.59E+01	6.12E+00	2.13E+01	1.89E+01
Sample1307	1.91E+01	7.61E+00	1.74E+01	8.43E+00	2.27E+01	1.30E+01	7.39E+00	2.08E+01	2.38E+01
Sample1308	2.96E+01	6.59E+00	2.19E+01	1.46E+01	2.24E+01	2.56E+01	7.42E+00	3.11E+01	1.98E+01
Sample1309	2.74E+01	1.21E+01	1.10E+01	1.24E+01	1.29E+01	1.05E+01	7.13E+00	1.80E+01	1.59E+01
Sample1310	3.43E+01	1.46E+01	3.08E+01	1.66E+01	4.22E+01	6.86E+00	9.82E+00	1.82E+01	3.25E+01
Sample1311	1.82E+01	1.40E+01	2.81E+01	6.24E+00	1.46E+01	2.57E+01	7.66E+00	1.60E+01	3.37E+01
Sample1312	2.59E+01	2.30E+01	2.95E+01	1.30E+01	7.46E+00	8.55E+00	1.24E+01	1.81E+01	8.69E+00
Sample1313	2.70E+01	5.72E+00	1.36E+01	1.19E+01	2.85E+01	1.98E+01	1.14E+01	1.52E+01	1.54E+01
Sample1314	2.55E+01	1.01E+01	1.07E+01	9.34E+00	3.25E+01	1.05E+01	9.15E+00	9.82E+00	1.66E+01
Sample1315	1.16E+01	6.85E+00	3.78E+01	2.00E+01	2.56E+01	2.49E+01	1.75E+01	2.34E+01	1.65E+01
Sample1316	2.02E+01	9.23E+00	4.07E+01	1.31E+01	1.63E+01	4.97E+00	5.67E+00	2.16E+01	3.04E+01
Sample1317	3.37E+01	3.48E+00	2.04E+01	9.45E+00	3.41E+01	1.06E+01	9.03E+00	1.76E+01	1.23E+01
Sample1318	3.36E+01	5.35E+00	1.05E+01	4.29E+00	2.98E+01	8.13E+00	6.78E+00	1.77E+01	1.86E+01
Sample1319	1.75E+01	1.41E+01	3.96E+01	1.52E+01	2.40E+01	4.00E+00	6.67E+00	1.73E+01	1.86E+01
Sample1320	3.10E+01	5.43E+00	1.89E+01	1.19E+01	3.46E+01	5.71E+00	1.12E+01	1.94E+01	1.62E+01
Sample1321	1.64E+01	6.61E+00	1.92E+01	7.90E+00	2.27E+01	2.77E+01	1.35E+01	2.68E+01	1.66E+01
Sample1322	1.62E+01	3.82E+00	2.87E+01	1.85E+01	2.01E+01	2.26E+01	1.39E+01	1.34E+01	1.58E+01
Sample1323	1.65E+01	8.42E+00	2.69E+01	1.74E+01	3.10E+01	3.05E+01	1.00E+01	1.70E+01	1.06E+01
Sample1324	2.49E+01	1.92E+01	2.20E+01	1.33E+01	1.59E+01	2.31E+01	1.08E+01	2.60E+01	1.74E+01
Sample1325	2.74E+01	6.29E+00	1.39E+01	1.00E+01	1.11E+01	8.12E+00	7.33E+00	9.76E+00	1.29E+01
Sample1326	1.53E+01	4.36E+00	1.69E+01	6.01E+00	2.41E+01	1.32E+01	7.29E+00	2.38E+01	8.41E+00
Sample1327	3.01E+01	2.16E+01	2.26E+01	1.59E+01	2.09E+01	2.66E+01	7.69E+00	3.27E+01	1.25E+01
Sample1328	1.30E+01	2.27E+01	3.27E+01	1.16E+01	2.75E+01	1.39E+01	1.03E+01	2.34E+01	1.63E+01
Sample1329	2.73E+01	8.76E+00	2.32E+01	9.12E+00	3.79E+01	6.68E+00	7.95E+00	1.89E+01	1.33E+01
Sample1330	2.85E+01	1.24E+01	1.22E+01	5.92E+00	2.03E+01	9.17E+00	5.65E+00	1.20E+01	1.00E+01
Sample1331	2.74E+01	1.43E+01	2.43E+01	6.61E+00	1.77E+01	3.23E+01	8.23E+00	4.19E+01	2.12E+01
Sample1332	2.48E+01	9.27E+00	1.91E+01	2.50E+01	3.06E+01	3.02E+01	5.74E+00	1.83E+01	1.29E+01
Sample1333	1.61E+01	5.34E+00	1.99E+01	7.83E+00	1.88E+01	7.23E+00	8.11E+00	1.35E+01	1.08E+01
Sample1334	3.50E+01	8.96E+00	2.47E+01	1.45E+01	8.43E+00	9.71E+00	4.58E+00	2.20E+01	1.25E+00
Sample1335	2.66E+01	1.47E+01	1.96E+01	8.78E+00	2.65E+01	2.90E+01	3.62E+00	3.68E+01	1.62E+01
Sample1336	3.85E+01	4.86E+00	8.92E+00	6.40E+00	2.94E+01	1.03E+01	8.50E+00	1.67E+01	1.44E+01
Sample1337	1.93E+01	5.65E+00	1.12E+01	7.39E+00	2.64E+01	1.45E+01	1.01E+01	1.56E+01	1.20E+01
Sample1338	1.25E+01	1.48E+01	2.18E+01	1.24E+01	1.66E+01	2.16E+01	1.44E+01	3.43E+01	1.67E+01
Sample1339	2.86E+01	5.16E+00	9.32E+00	7.78E+00	3.00E+01	9.52E+00	7.33E+00	1.46E+01	1.76E+01
Sample1340	2.22E+01	4.21E+00	2.20E+01	1.12E+01	2.06E+01	2.80E+01	5.75E+00	3.01E+01	2.16E+01
Sample1341	2.60E+01	8.81E+00	2.17E+01	6.26E+00	2.49E+01	5.77E+00	8.26E+00	2.63E+01	1.47E+01
Sample1342	1.53E+01	8.49E+00	1.32E+01	1.20E+01	2.51E+01	1.71E+01	9.32E+00	1.28E+01	2.29E+01
Sample1343	2.56E+01	7.39E+00	2.00E+01	9.65E+00	2.15E+01	8.95E+00	1.05E+01	1.94E+01	9.85E+00
Sample1344	1.66E+01	4.90E+00	2.87E+01	1.23E+01	2.21E+01	1.25E+01	2.21E+01	2.03E+01	1.52E+01
Sample1345	2.83E+01	8.38E+00	2.12E+01	1.17E+01	2.32E+01	9.54E+00	9.17E+00	2.35E+01	1.48E+01
Sample1346	2.13E+01	9.41E+00	7.25E+00	1.08E+01	1.20E+01	7.33E+00	1.15E+01	6.96E+00	2.22E+01
Sample1347	2.77E+01	5.76E+00	1.52E+01	7.28E+00	3.78E+01	6.37E+00	5.41E+00	1.50E+01	1.31E+01
Sample1348	1.53E+01	8.98E+00	2.31E+01	1.18E+01	2.69E+01	9.68E+00	8.16E+00	9.30E+00	1.91E+01
Sample1349	2.02E+01	1.11E+01	1.55E+01	1.04E+01	1.67E+01	2.54E+01	8.57E+00	2.78E+01	2.10E+01
Sample1350	4.03E+01	2.74E+01	2.83E+01	7.90E+00	4.15E+01	9.87E+00	2.07E+01	1.47E+01	2.82E+01
Sample1351	2.41E+01	1.99E+01	2.82E+01	1.55E+01	1.72E+01	1.01E+01	1.35E+01	1.53E+01	1.26E+01
Sample1352	2.78E+01	1.03E+01	1.84E+01	9.71E+00	3.08E+01	9.42E+00	1.18E+01	1.57E+01	1.64E+01
Sample1353	3.14E+01	3.71E+00	2.83E+01	1.76E+01	2.99E+01	2.67E+01	9.51E+00	1.38E+01	1.40E+01
Sample1354	2.09E+01	1.51E+01	1.64E+01	8.94E+00	1.73E+01	2.53E+01	8.74E+00	1.49E+01	1.47E+01
Sample1355	1.84E+01	7.95E+00	2.35E+01	1.15E+01	1.96E+01	2.62E+01	1.31E+01	3.51E+01	1.73E+01
Sample1356	2.63E+01	8.65E+00	1.42E+01	1.18E+01	3.57E+01	8.81E+00	8.82E+00	1.93E+01	1.71E+01
Sample1357	2.65E+01	1.11E+01	1.37E+01	1.24E+01	2.32E+01	1.04E+01	1.05E+01	1.09E+01	1.82E+01
Sample1358	1.33E+01	3.31E+00	1.76E+01	2.00E+01	2.93E+01	2.54E+01	1.13E+01	1.77E+01	2.39E+01
Sample1359	2.65E+01	4.81E+00	1.77E+01	1.74E+01	3.23E+01	9.57E+00	5.61E+00	1.59E+01	9.10E+00
Sample1360	3.16E+01	4.62E+00	9.95E+00	7.24E+00	2.42E+01	5.09E+00	8.04E+00	1.08E+01	1.39E+01
Sample1361	1.72E+01	1.21E+01	2.42E+01	6.54E+00	2.65E+01	2.20E+01	7.23E+00	3.15E+01	2.52E+01
Sample1362	2.40E+01	6.52E+00	1.79E+01	8.89E+00	1.76E+01	2.84E+01	5.01E+00	3.49E+01	3.55E+01
Sample1363	1.92E+01	1.66E+01	2.26E+01	1.72E+01	2.48E+01	2.07E+01	7.94E+00	1.02E+01	2.30E+01
Sample1364	1.33E+01	7.39E+00	1.88E+01	1.12E+01	1.58E+01	9.28E+00	1.04E+01	1.02E+01	1.99E+01
Sample1365	3.95E+01	1.20E+01	2.35E+01	1.13E+01	3.53E+01	1.43E+01	1.29E+01	1.99E+01	2.16E+01
Sample1366	2.34E+01	1.03E+01	1.73E+01	7.06E+00	2.17E+01	1.12E+01	1.21E+01	1.71E+01	1.87E+01
Sample1367	2.78E+01	3.63E+00	2.35E+01	1.66E+01	2.11E+01	6.71E+00	1.10E+01	1.05E+01	1.31E+01
Sample1368	2.16E+01	5.42E+00	1.68E+01	7.81E+00	1.68E+01	1.25E+01	5.41E+00	1.78E+01	2.17E+01
Sample1369	2.38E+01	2.51E+01	1.10E+01	1.23E+01	8.11E+00	8.89E+00	1.16E+01	2.33E+01	8.93E+00
Sample1370	2.33E+01	4.21E+00	1.22E+01	9.41E+00	2.53E+01	6.79E+00	5.98E+00	1.37E+01	1.27E+01
Sample1371	3.53E+01	9.09E+00	1.14E+01	1.13E+01	2.31E+01	7.85E+00	6.97E+00	1.23E+01	1.91E+01
Sample1372	5.09E+01	1.87E+01	3.59E+01	1.53E+01	4.06E+01	1.53E+01	1.06E+01	1.83E+01	2.75E+01
Sample1373	1.90E+01	1.57E+01	1.64E+01	9.23E+00	2.44E+01	2.96E+01	8.09E+00	3.41E+01	1.55E+01
Sample1374	4.05E+01	8.33E+00	1.46E+01	8.86E+00	2.91E+01	7.08E+00	8.76E+00	1.65E+01	1.57E+01
Sample1375	2.32E+01	1.56E+01	2.74E+01	1.56E+01	2.10E+01	1.75E+01	1.05E+01	1.34E+01	1.84E+01
Sample1376	2.83E+01	7.89E+00	2.49E+01	1.35E+01	2.95E+01	9.05E+00	8.05E+00	1.42E+01	2.01E+01
Sample1377	2.37E+01	5.22E+00	1.68E+01	1.53E+01	1.98E+01	6.18E+00	6.32E+00	1.48E+01	1.41E+01
Sample1378	1.92E+01	9.86E+00	1.36E+01	7.91E+00	2.09E+01	6.39E+00	7.38E+00	1.22E+01	1.71E+01
Sample1379	3.14E+01	5.93E+00	1.73E+01	8.50E+00	1.90E+01	6.74E+00	6.15E+00	9.63E+00	1.45E+01
Sample1380	2.79E+01	8.01E+00	2.49E+01	1.36E+01	2.07E+01	1.89E+01	1.23E+01	1.61E+01	3.76E+01
Sample1381	1.74E+01	1.20E+01	2.05E+01	1.17E+01	2.55E+01	7.71E+00	8.87E+00	1.41E+01	1.64E+01
Sample1382	1.20E+01	8.10E+00	2.08E+01	1.23E+01	1.58E+01	1.28E+01	9.27E+00	1.42E+01	1.44E+01
Sample1383	2.96E+01	7.04E+00	2.39E+01	1.47E+01	1.37E+01	1.14E+01	1.47E+01	1.78E+01	1.77E+01
Sample1384	1.69E+01	6.57E+00	2.30E+01	1.42E+01	2.49E+01	1.36E+01	1.17E+01	2.56E+01	2.03E+01
Sample1385	1.73E+01	5.12E+00	2.85E+01	6.15E+00	2.58E+01	2.09E+01	9.19E+00	2.72E+01	2.67E+01
Sample1386	2.12E+01	6.77E+00	2.32E+01	9.93E+00	2.17E+01	1.34E+01	9.20E+00	1.57E+01	1.78E+01
Sample1387	4.16E+01	4.62E+00	1.01E+01	6.54E+00	3.74E+01	7.02E+00	4.57E+00	8.87E+00	9.72E+00
Sample1388	1.14E+01	6.00E+00	2.28E+01	6.68E+00	2.35E+01	7.22E+00	7.45E+00	2.01E+01	2.06E+01
Sample1389	1.95E+01	1.18E+01	1.89E+01	1.16E+01	2.31E+01	8.08E+00	1.04E+01	1.24E+01	1.84E+01
Sample1390	2.10E+01	1.03E+01	1.32E+01	7.32E+00	1.31E+01	2.18E+01	8.43E+00	2.98E+01	1.88E+01
Sample1391	1.52E+01	1.01E+01	2.43E+01	1.41E+01	2.60E+01	2.83E+01	1.10E+01	2.25E+01	3.01E+01
Sample1392	3.13E+01	1.42E+01	2.36E+01	1.18E+01	2.43E+01	1.91E+01	7.56E+00	2.02E+01	1.91E+01
Sample1393	1.46E+01	4.84E+00	2.69E+01	1.65E+01	1.88E+01	1.90E+01	6.42E+00	3.02E+01	2.18E+01
Sample1394	2.37E+01	7.59E+00	1.76E+01	1.02E+01	3.06E+01	6.39E+00	8.74E+00	2.41E+01	2.37E+01
Sample1395	1.73E+01	8.59E+00	1.25E+01	1.13E+01	1.80E+01	8.45E+00	5.40E+00	1.75E+01	2.07E+01
Sample1396	2.95E+01	9.20E+00	1.65E+01	7.10E+00	2.09E+01	1.11E+01	8.31E+00	1.45E+01	1.27E+01
Sample1397	3.61E+01	8.14E+00	1.24E+01	6.35E+00	1.79E+01	5.91E+00	1.10E+01	1.96E+01	1.09E+01
Sample1398	1.35E+01	7.18E+00	8.21E+00	7.38E+00	1.95E+01	8.88E+00	1.03E+01	1.46E+01	8.96E+00
Sample1399	3.55E+01	8.66E+00	1.39E+01	1.48E+01	3.12E+01	7.89E+00	7.43E+00	7.37E+00	1.47E+01
Sample1400	9.36E+00	1.00E+01	1.55E+01	1.17E+01	2.51E+01	7.78E+00	7.12E+00	2.73E+01	2.11E+01
Sample1401	3.02E+01	8.17E+00	2.59E+01	1.19E+01	1.89E+01	9.46E+00	4.46E+00	1.16E+01	2.45E+01
Sample1402	2.14E+01	1.63E+01	2.82E+01	2.12E+01	2.62E+01	7.20E+00	8.69E+00	2.53E+01	2.09E+01
Sample1403	2.72E+01	1.04E+01	2.27E+01	1.37E+01	2.63E+01	2.17E+01	1.43E+01	3.44E+01	1.34E+01
Sample1404	2.64E+01	1.05E+01	1.92E+01	9.45E+00	1.86E+01	1.19E+01	8.55E+00	1.66E+01	2.06E+01
Sample1405	3.06E+01	1.08E+01	7.12E+00	5.63E+00	2.11E+01	1.39E+01	7.82E+00	1.60E+01	1.04E+01
Sample1406	3.39E+01	1.63E+01	2.63E+01	9.33E+00	3.12E+00	9.14E+00	7.57E+00	1.60E+01	1.37E+01
Sample1407	1.62E+01	7.86E+00	1.96E+01	6.18E+00	2.37E+01	6.45E+00	9.51E+00	1.28E+01	1.62E+01
Sample1408	2.49E+01	1.09E+01	1.92E+01	1.02E+01	1.70E+01	2.26E+01	3.62E+00	2.29E+01	2.47E+01
Sample1409	2.87E+01	7.75E+00	1.31E+01	1.36E+01	1.74E+01	5.13E+00	1.12E+01	2.15E+01	1.91E+01
Sample1410	3.17E+01	4.43E+00	1.79E+01	9.27E+00	2.18E+01	3.54E+00	7.20E+00	1.54E+01	1.43E+01
Sample1411	2.55E+01	8.82E+00	1.91E+01	1.13E+01	3.04E+01	8.38E+00	8.09E+00	1.73E+01	1.54E+01
Sample1412	6.14E+00	8.63E+00	2.19E+01	1.13E+01	1.93E+01	1.56E+01	1.81E+01	3.15E+01	2.19E+01
Sample1413	2.90E+01	1.15E+01	1.63E+01	1.27E+01	3.06E+01	1.14E+01	8.17E+00	1.35E+01	1.48E+01
Sample1414	2.44E+01	8.27E+00	8.88E+00	1.30E+01	1.59E+01	1.07E+01	8.34E+00	1.72E+01	1.63E+01
Sample1415	1.82E+01	7.07E+00	2.70E+01	1.40E+01	1.16E+01	1.89E+01	1.19E+01	2.22E+01	1.12E+01
Sample1416	1.95E+01	9.87E+00	1.48E+01	1.88E+01	2.26E+01	1.21E+01	9.31E+00	3.34E+01	2.95E+01
Sample1417	1.24E+01	7.37E+00	1.03E+01	1.34E+01	2.18E+01	8.77E+00	8.98E+00	1.86E+01	2.43E+01
Sample1418	3.25E+01	4.61E+00	1.66E+01	7.46E+00	2.06E+01	7.89E+00	4.07E+00	1.63E+01	2.13E+01
Sample1419	1.35E+01	1.33E+01	1.91E+01	1.36E+01	1.93E+01	1.92E+01	8.97E+00	1.88E+01	1.63E+01
Sample1420	2.73E+01	8.79E+00	1.68E+01	1.02E+01	2.88E+01	7.79E+00	1.07E+01	1.39E+01	1.66E+01
Sample1421	1.29E+01	1.03E+01	2.19E+01	8.41E+00	2.60E+01	8.55E+00	1.72E+00	1.59E+01	1.30E+01
Sample1422	1.16E+01	4.56E+00	3.18E+01	1.65E+01	1.82E+01	2.87E+01	9.86E+00	1.59E+01	2.24E+01
Sample1423	1.05E+01	3.95E+00	2.32E+01	2.04E+01	2.04E+01	2.31E+01	1.48E+01	1.32E+01	1.18E+01
