Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F
Sample1472	4.57E+01	7.94E+00	5.19E+01	3.66E+01	5.76E+01	1.01E+01
Sample1473	4.43E+01	3.51E+01	5.39E+01	1.62E+01	3.91E+01	2.01E+01
Sample1474	3.86E+01	2.31E+01	4.88E+01	3.42E+01	4.56E+01	1.24E+01
Sample1475	1.51E+01	1.16E+01	1.70E+01	1.40E+01	5.99E+00	2.62E+01
Sample1476	3.58E+01	1.17E+01	4.69E+01	3.64E+01	3.92E+01	1.48E+01
Sample1477	2.46E+01	9.13E+00	2.27E+01	1.72E+01	1.52E+01	2.45E+01
Sample1478	1.73E+01	1.26E+01	2.25E+01	1.46E+01	1.47E+01	2.50E+01
Sample1479	1.98E+01	1.66E+01	1.90E+01	2.43E+01	6.59E+00	1.75E+01
Sample1480	1.86E+01	1.46E+01	9.19E+00	1.27E+01	7.10E+00	1.18E+01
Sample1481	2.65E+01	4.04E+01	1.62E+01	1.42E+01	4.22E+01	3.63E+01
Sample1482	1.37E+01	1.21E+01	1.60E+01	1.44E+01	1.41E+01	2.25E+01
Sample1483	1.72E+01	6.09E+00	8.40E+00	1.35E+01	1.55E+01	1.78E+01
Sample1484	1.49E+01	8.60E+00	1.91E+01	3.29E+01	1.86E+01	1.71E+01
Sample1485	2.27E+01	7.71E+00	1.67E+01	1.17E+01	8.25E+00	1.37E+01
Sample1486	1.92E+01	1.29E+01	2.18E+01	1.51E+01	2.16E+01	1.58E+01
Sample1487	1.87E+01	9.91E+00	1.14E+01	2.15E+01	1.13E+01	2.51E+01
Sample1488	2.00E+01	1.57E+01	2.26E+01	2.44E+01	9.95E+00	2.53E+01
Sample1489	1.74E+01	1.06E+01	1.08E+01	1.86E+01	1.33E+01	2.54E+01
Sample1490	1.54E+01	1.05E+01	9.92E+00	1.32E+01	7.55E+00	8.17E+00
Sample1491	4.33E+01	2.81E+01	4.97E+01	2.88E+01	4.85E+01	1.42E+01
Sample1492	3.52E+01	9.33E+00	3.65E+01	3.61E+01	4.69E+01	1.17E+01
Sample1493	2.07E+01	2.37E+01	1.68E+01	2.03E+01	1.44E+01	2.28E+01
Sample1494	5.27E+01	3.25E+01	6.36E+01	2.60E+01	4.68E+01	1.13E+01
Sample1495	1.55E+01	1.02E+01	1.12E+01	1.85E+01	1.32E+01	1.64E+01
Sample1496	1.92E+01	1.62E+01	3.45E+01	3.91E+01	2.53E+01	2.12E+01
Sample1497	7.23E+00	9.36E+00	1.53E+01	2.45E+01	1.44E+01	2.68E+01
Sample1498	1.90E+01	8.22E+00	1.67E+01	1.62E+01	1.52E+01	2.58E+01
Sample1499	2.58E+01	1.08E+01	1.01E+01	1.42E+01	7.13E+00	1.42E+01
Sample1500	3.78E+01	6.12E+00	2.71E+01	1.71E+01	4.02E+01	2.56E+01
Sample1501	3.83E+01	9.89E+00	5.52E+01	3.56E+01	5.16E+01	1.26E+01
Sample1502	2.68E+01	3.69E+01	1.87E+01	1.32E+01	4.17E+01	2.74E+01
Sample1503	1.20E+01	7.66E+00	2.43E+01	1.74E+01	1.72E+01	2.21E+01
Sample1504	7.78E+00	1.44E+01	1.42E+01	1.82E+01	1.25E+01	2.72E+01
Sample1505	1.07E+01	5.06E+00	1.78E+01	1.61E+01	2.37E+01	1.73E+01
Sample1506	2.79E+01	3.25E+01	1.17E+01	1.01E+01	3.35E+01	2.22E+01
Sample1507	1.61E+01	1.21E+01	2.41E+01	2.60E+01	1.20E+01	1.14E+01
Sample1508	5.96E+01	3.36E+01	6.47E+01	2.87E+01	4.63E+01	1.31E+01
Sample1509	2.45E+01	5.38E+00	1.92E+01	1.05E+01	6.61E+00	1.67E+01
Sample1510	1.90E+01	1.08E+01	1.95E+01	1.76E+01	1.25E+01	2.94E+01
Sample1511	1.95E+01	9.99E+00	1.51E+01	2.23E+01	2.56E+01	1.85E+01
Sample1512	4.98E+01	5.40E+00	1.14E+01	3.33E+01	9.21E+00	3.30E+01
Sample1513	1.27E+01	5.37E+00	1.37E+01	1.21E+01	1.48E+01	1.80E+01
Sample1514	1.42E+01	1.29E+01	1.13E+01	1.56E+01	1.45E+01	1.24E+01
Sample1515	1.68E+01	9.55E+00	1.59E+01	1.14E+01	1.12E+01	1.89E+01
Sample1516	1.35E+01	1.64E+01	1.23E+01	2.12E+01	1.45E+01	2.37E+01
Sample1517	2.43E+01	7.73E+00	4.02E+01	2.39E+01	3.34E+01	1.51E+01
Sample1518	1.52E+01	9.45E+00	1.46E+01	2.01E+01	1.07E+01	3.03E+01
Sample1519	4.11E+01	5.23E+00	1.24E+01	2.49E+01	1.02E+01	2.16E+01
Sample1520	5.52E+01	3.41E+01	6.08E+01	2.84E+01	4.76E+01	1.78E+01
Sample1521	2.92E+01	8.46E+00	1.42E+01	2.46E+01	1.92E+01	1.65E+01
Sample1522	5.51E+01	2.61E+01	6.06E+01	2.83E+01	5.23E+01	1.55E+01
Sample1523	1.54E+01	1.26E+01	9.05E+00	1.66E+01	1.46E+01	1.82E+01
Sample1524	2.27E+01	2.91E+01	1.64E+01	2.09E+01	3.04E+01	3.21E+01
Sample1525	1.60E+01	1.31E+01	1.07E+01	1.31E+01	1.28E+01	2.18E+01
Sample1526	1.73E+01	7.82E+00	1.97E+01	7.29E+00	1.03E+01	1.70E+01
Sample1527	8.21E+00	1.74E+01	2.06E+01	1.95E+01	1.84E+01	1.50E+01
Sample1528	3.14E+01	2.73E+01	1.33E+01	1.79E+01	3.11E+01	2.86E+01
Sample1529	1.65E+01	1.04E+01	1.40E+01	1.38E+01	1.42E+01	1.91E+01
Sample1530	2.69E+01	1.62E+01	4.13E+01	2.26E+01	4.47E+01	1.52E+01
Sample1531	1.15E+01	1.37E+01	1.26E+01	9.46E+00	7.43E+00	1.72E+01
Sample1532	2.14E+01	1.17E+01	7.75E+00	2.17E+01	7.45E+00	2.90E+01
Sample1533	8.60E+00	3.74E+01	2.84E+01	5.96E+01	6.51E+01	2.65E+01
Sample1534	8.09E+00	2.95E+01	3.23E+01	3.19E+01	2.21E+01	1.49E+01
Sample1535	1.91E+01	1.27E+01	1.74E+01	1.62E+01	1.58E+01	3.09E+01
Sample1536	2.13E+01	6.80E+00	1.93E+01	2.21E+01	1.38E+01	2.17E+01
Sample1537	1.81E+01	1.22E+01	1.38E+01	1.38E+01	9.06E+00	1.87E+01
Sample1538	2.55E+01	1.14E+01	2.75E+01	1.56E+01	2.18E+01	1.59E+01
Sample1539	3.25E+01	1.17E+01	1.26E+01	2.42E+01	6.87E+00	1.60E+01
Sample1540	2.52E+01	3.87E+00	1.66E+01	1.06E+01	1.08E+01	1.65E+01
Sample1541	1.72E+01	9.19E+00	1.73E+01	1.05E+01	9.40E+00	2.05E+01
Sample1542	6.12E+01	3.22E+01	7.05E+01	3.04E+01	4.53E+01	1.86E+01
Sample1543	3.60E+01	7.53E+00	4.17E+01	2.61E+01	4.66E+01	8.49E+00
Sample1544	2.17E+01	1.14E+01	1.57E+01	1.51E+01	1.59E+01	1.86E+01
Sample1545	2.42E+01	1.04E+01	2.22E+01	1.95E+01	1.55E+01	1.15E+01
Sample1546	1.95E+01	1.72E+01	1.22E+01	2.22E+01	1.70E+01	2.05E+01
Sample1547	3.00E+01	8.82E+00	1.34E+01	1.87E+01	1.00E+01	3.02E+01
Sample1548	5.36E+01	3.04E+01	6.28E+01	2.75E+01	4.60E+01	1.08E+01
Sample1549	6.55E+00	1.35E+01	1.61E+01	8.51E+00	8.35E+00	1.21E+01
Sample1550	1.65E+01	1.17E+01	1.84E+01	1.82E+01	8.51E+00	2.19E+01
Sample1551	4.73E+01	3.71E+01	6.00E+01	2.93E+01	3.11E+01	2.33E+01
Sample1552	9.24E+00	3.52E+01	1.47E+01	5.42E+01	5.80E+01	1.62E+01
Sample1553	3.98E+01	1.17E+01	3.96E+01	2.26E+01	4.38E+01	2.36E+01
Sample1554	4.81E+01	8.96E+00	4.70E+01	3.47E+01	4.81E+01	1.32E+01
Sample1555	2.23E+01	3.13E+01	1.79E+01	2.20E+01	4.77E+01	3.47E+01
Sample1556	2.11E+01	9.29E+00	1.99E+01	2.09E+01	1.27E+01	1.53E+01
Sample1557	1.10E+01	7.84E+00	8.80E+00	2.75E+01	1.15E+01	2.54E+01
Sample1558	1.12E+01	7.71E+00	1.47E+01	2.03E+01	1.11E+01	2.17E+01
Sample1559	4.83E+01	1.07E+01	4.80E+01	3.29E+01	5.72E+01	1.31E+01
Sample1560	1.58E+01	1.26E+01	1.85E+01	1.84E+01	1.23E+01	2.01E+01
Sample1561	1.92E+01	1.05E+01	1.18E+01	2.00E+01	7.28E+00	2.79E+01
Sample1562	2.33E+01	1.43E+01	1.24E+01	2.35E+01	1.32E+01	2.02E+01
Sample1563	3.75E+01	1.12E+01	3.58E+01	2.27E+01	5.13E+01	2.47E+01
Sample1564	6.97E+00	3.43E+01	1.41E+01	6.76E+01	7.52E+01	2.36E+01
Sample1565	3.86E+01	1.03E+01	5.34E+01	2.14E+01	5.89E+01	1.41E+01
Sample1566	3.26E+01	1.23E+01	2.85E+01	3.11E+01	5.42E+01	1.59E+01
Sample1567	1.91E+01	1.74E+01	1.88E+01	2.33E+01	1.88E+01	2.16E+01
Sample1568	1.38E+01	1.26E+01	1.67E+01	2.86E+01	1.37E+01	2.78E+01
Sample1569	3.11E+01	7.45E+00	4.75E+01	1.84E+01	5.40E+01	3.33E+01
Sample1570	3.86E+01	9.88E+00	6.12E+01	2.62E+01	6.25E+01	2.06E+01
Sample1571	2.21E+01	8.72E+00	2.08E+01	1.66E+01	8.01E+00	1.62E+01
Sample1572	4.69E+01	2.60E+01	5.27E+01	2.63E+01	5.23E+01	7.67E+00
Sample1573	1.31E+01	1.45E+01	2.29E+01	1.34E+01	1.30E+01	2.27E+01
Sample1574	1.51E+01	1.61E+01	2.01E+01	1.39E+01	1.22E+01	1.96E+01
Sample1575	4.76E+01	6.81E+00	8.59E+00	2.94E+01	1.02E+01	2.12E+01
Sample1576	3.35E+01	1.49E+01	1.97E+01	2.33E+01	2.19E+01	2.28E+01
Sample1577	3.85E+01	1.57E+01	4.19E+01	3.54E+01	5.63E+01	2.24E+01
Sample1578	3.85E+01	1.27E+01	4.51E+01	2.94E+01	5.25E+01	1.37E+01
Sample1579	2.55E+01	1.19E+01	9.10E+00	2.29E+01	1.53E+01	1.88E+01
Sample1580	1.16E+01	1.11E+01	1.08E+01	3.00E+01	6.91E+00	2.92E+01
Sample1581	2.07E+01	1.43E+01	1.37E+01	1.53E+01	1.11E+01	1.81E+01
Sample1582	2.63E+01	1.72E+01	8.17E+00	2.22E+01	9.91E+00	2.56E+01
Sample1583	1.37E+01	1.15E+01	1.44E+01	1.47E+01	2.05E+01	1.28E+01
Sample1584	3.80E+01	8.64E+00	4.36E+01	2.80E+01	4.69E+01	2.20E+01
Sample1585	1.23E+01	9.55E+00	1.08E+01	8.73E+00	1.04E+01	1.24E+01
Sample1586	3.71E+01	1.38E+01	6.12E+01	2.89E+01	4.17E+01	1.95E+01
Sample1587	6.59E+00	9.39E+00	9.76E+00	1.50E+01	1.29E+01	1.41E+01
Sample1588	2.50E+01	3.22E+01	3.14E+01	9.21E+00	2.78E+01	2.92E+01
Sample1589	1.21E+01	1.27E+01	1.76E+01	2.61E+01	2.70E+01	9.39E+00
Sample1590	4.40E+01	1.07E+01	5.48E+01	2.27E+01	6.11E+01	1.64E+01
Sample1591	1.07E+01	1.48E+01	1.57E+01	1.88E+01	9.98E+00	1.36E+01
Sample1592	3.96E+01	1.56E+01	4.76E+01	3.94E+01	4.07E+01	2.19E+01
Sample1593	1.14E+01	1.57E+01	2.00E+01	2.93E+01	1.95E+01	1.35E+01
Sample1594	1.59E+01	6.99E+00	1.47E+01	1.94E+01	1.66E+01	1.85E+01
Sample1595	2.13E+01	9.53E+00	2.06E+01	1.67E+01	1.79E+01	1.87E+01
Sample1596	1.28E+01	1.02E+01	2.55E+01	1.16E+01	1.54E+01	1.70E+01
Sample1597	3.75E+01	9.21E+00	4.57E+01	2.77E+01	6.08E+01	1.77E+01
Sample1598	2.19E+01	8.48E+00	1.89E+01	2.23E+01	1.24E+01	2.63E+01
Sample1599	1.53E+01	1.16E+01	1.57E+01	2.16E+01	1.11E+01	1.78E+01
Sample1600	1.95E+01	1.25E+01	7.76E+00	1.50E+01	1.13E+01	2.10E+01
Sample1601	1.22E+01	9.47E+00	1.26E+01	1.94E+01	1.76E+01	2.54E+01
Sample1602	2.39E+01	7.59E+00	1.51E+01	1.68E+01	9.51E+00	1.35E+01
Sample1603	1.34E+01	9.94E+00	1.67E+01	9.36E+00	1.50E+01	1.41E+01
Sample1604	4.24E+01	5.69E+00	4.99E+01	3.41E+01	4.93E+01	2.41E+01
Sample1605	5.33E+01	8.25E+00	6.44E+01	3.21E+01	6.47E+01	2.21E+01
Sample1606	3.57E+01	1.05E+01	3.77E+01	1.94E+01	4.59E+01	1.92E+01
Sample1607	1.17E+01	1.27E+01	9.64E+00	1.88E+01	1.75E+01	2.52E+01
Sample1608	1.15E+01	9.60E+00	1.62E+01	1.81E+01	2.04E+01	2.46E+01
Sample1609	1.65E+01	1.35E+01	1.91E+01	1.60E+01	1.39E+01	2.34E+01
Sample1610	2.40E+01	7.99E+00	1.51E+01	1.66E+01	1.46E+01	3.57E+01
Sample1611	2.72E+01	8.67E+00	5.56E+01	3.16E+01	4.06E+01	2.81E+01
Sample1612	1.60E+01	9.96E+00	1.60E+01	1.70E+01	1.51E+01	2.36E+01
Sample1613	1.57E+01	1.40E+01	2.37E+01	1.99E+01	2.28E+01	1.72E+01
Sample1614	9.93E+00	6.25E+00	1.56E+01	2.77E+01	1.32E+01	2.12E+01
Sample1615	4.57E+01	7.99E+00	4.75E+01	3.23E+01	6.04E+01	3.10E+01
Sample1616	1.99E+01	1.11E+01	1.13E+01	1.42E+01	9.49E+00	2.21E+01
Sample1617	4.44E+01	8.83E+00	3.96E+01	2.26E+01	4.73E+01	1.25E+01
Sample1618	4.30E+01	6.81E+00	5.81E+00	2.29E+01	8.68E+00	2.33E+01
Sample1619	5.50E+01	2.93E+01	5.77E+01	1.99E+01	5.19E+01	2.20E+01
Sample1620	7.13E+00	2.99E+01	2.79E+01	6.12E+01	7.58E+01	2.23E+01
Sample1621	1.81E+01	8.80E+00	1.38E+01	1.48E+01	1.43E+01	2.73E+01
Sample1622	1.46E+01	9.12E+00	2.29E+01	1.76E+01	1.78E+01	1.62E+01
Sample1623	9.82E+00	1.25E+01	2.12E+01	1.67E+01	1.18E+01	7.36E+00
Sample1624	4.43E+01	9.91E+00	4.18E+01	2.58E+01	5.95E+01	1.52E+01
Sample1625	1.61E+01	1.50E+01	9.52E+00	1.93E+01	1.52E+01	1.46E+01
Sample1626	3.17E+01	4.23E+01	2.28E+01	1.94E+01	3.73E+01	3.44E+01
Sample1627	5.19E+01	3.17E+01	6.00E+01	4.03E+01	3.95E+01	1.32E+01
Sample1628	1.83E+01	1.29E+01	2.36E+01	2.06E+01	2.61E+01	1.71E+01
Sample1629	1.67E+01	9.33E+00	1.06E+01	9.36E+00	1.31E+01	1.73E+01
Sample1630	4.13E+01	9.07E+00	5.00E+01	4.17E+01	4.62E+01	1.97E+01
Sample1631	2.19E+01	1.57E+01	2.64E+01	2.12E+01	1.23E+01	1.70E+01
Sample1632	2.68E+01	2.44E+01	8.61E+00	2.39E+01	3.28E+01	2.00E+01
Sample1633	1.99E+01	1.21E+01	1.24E+01	2.94E+01	1.65E+01	2.64E+01
Sample1634	2.99E+01	8.42E+00	1.57E+01	2.21E+01	5.75E+00	2.09E+01
Sample1635	1.38E+01	8.10E+00	1.90E+01	1.60E+01	1.09E+01	1.94E+01
Sample1636	9.43E+00	6.76E+00	2.33E+01	1.02E+01	1.16E+01	2.15E+01
Sample1637	2.31E+01	2.57E+01	1.90E+01	2.87E+01	1.32E+01	2.52E+01
Sample1638	1.21E+01	1.27E+01	1.36E+01	1.70E+01	1.67E+01	2.22E+01
Sample1639	1.31E+01	9.53E+00	1.69E+01	1.81E+01	1.05E+01	1.67E+01
Sample1640	2.16E+01	5.34E+00	1.24E+01	1.93E+01	1.04E+01	1.47E+01
Sample1641	1.70E+01	8.32E+00	1.40E+01	1.51E+01	1.21E+01	2.41E+01
Sample1642	2.89E+01	3.66E+01	2.87E+01	2.99E+01	1.11E+01	1.96E+01
Sample1643	1.02E+01	1.64E+01	2.82E+01	1.59E+01	1.07E+01	2.02E+01
Sample1644	4.53E+01	1.58E+01	6.00E+01	2.62E+01	5.67E+01	2.37E+01
Sample1645	5.00E+01	8.83E+00	1.49E+01	2.54E+01	1.06E+01	1.97E+01
Sample1646	8.92E+00	9.80E+00	1.56E+01	2.24E+01	1.93E+01	2.38E+01
Sample1647	2.25E+01	3.53E+01	3.26E+01	3.04E+01	4.77E+01	3.87E+01
Sample1648	3.34E+01	7.72E+00	4.45E+01	1.62E+01	4.22E+01	1.63E+01
Sample1649	4.17E+01	7.60E+00	4.49E+01	4.29E+01	4.33E+01	2.07E+01
Sample1650	3.34E+01	1.27E+01	4.17E+01	3.02E+01	4.64E+01	1.82E+01
Sample1651	2.45E+01	1.82E+01	1.90E+01	2.18E+01	2.07E+01	2.35E+01
Sample1652	3.01E+01	3.09E+01	1.53E+01	2.41E+01	4.73E+01	3.73E+01
Sample1653	4.10E+01	1.26E+01	4.32E+01	3.48E+01	5.25E+01	2.23E+01
Sample1654	1.65E+01	1.31E+01	2.68E+01	1.96E+01	1.22E+01	2.63E+01
Sample1655	2.28E+01	1.10E+01	4.57E+01	2.68E+01	5.54E+01	1.73E+01
Sample1656	5.56E+01	3.80E+00	1.92E+01	3.47E+01	1.86E+01	2.62E+01
Sample1657	1.77E+01	1.33E+01	1.57E+01	1.39E+01	1.85E+01	1.09E+01
Sample1658	1.85E+01	1.11E+01	1.74E+01	1.44E+01	1.19E+01	1.99E+01
Sample1659	1.40E+01	1.47E+01	1.81E+01	1.07E+01	6.60E+00	2.11E+01
Sample1660	1.69E+01	1.40E+01	1.33E+01	1.69E+01	1.61E+01	1.57E+01
Sample1661	1.19E+01	1.35E+01	2.07E+01	2.34E+01	1.63E+01	1.49E+01
Sample1662	4.98E+01	1.28E+01	4.52E+01	2.09E+01	6.00E+01	2.01E+01
Sample1663	2.36E+01	1.10E+01	3.31E+01	2.50E+01	2.88E+01	1.95E+01
Sample1664	1.23E+01	1.18E+01	1.52E+01	2.12E+01	7.63E+00	1.62E+01
Sample1665	1.77E+01	1.38E+01	1.83E+01	1.46E+01	1.86E+01	2.67E+01
Sample1666	2.00E+01	2.43E+01	3.82E+01	2.93E+01	1.56E+01	9.70E+00
Sample1667	5.61E+01	3.01E+01	7.63E+01	1.73E+01	5.94E+01	2.42E+01
Sample1668	3.25E+01	1.94E+01	2.24E+01	2.15E+01	1.61E+01	2.42E+01
Sample1669	3.92E+01	1.57E+01	3.49E+01	2.39E+01	4.77E+01	1.72E+01
Sample1670	2.12E+01	7.15E+00	2.41E+01	3.12E+01	2.76E+01	1.76E+01
Sample1671	1.95E+01	1.03E+01	2.07E+01	1.57E+01	1.29E+01	1.29E+01
Sample1672	1.42E+01	1.25E+01	2.01E+01	2.24E+01	2.06E+01	1.67E+01
Sample1673	1.92E+01	7.52E+00	1.99E+01	1.05E+01	1.83E+01	1.89E+01
Sample1674	1.71E+01	8.07E+00	1.54E+01	1.33E+01	8.46E+00	1.83E+01
Sample1675	1.69E+01	9.30E+00	1.58E+01	2.18E+01	1.70E+01	1.68E+01
Sample1676	3.75E+01	1.46E+01	4.01E+01	1.77E+01	4.82E+01	6.14E+00
Sample1677	3.25E+01	1.03E+01	3.43E+01	3.24E+01	4.14E+01	7.41E+00
Sample1678	2.07E+01	1.61E+01	1.96E+01	1.58E+01	1.33E+01	1.77E+01
Sample1679	3.61E+01	9.31E+00	5.01E+01	2.15E+01	4.85E+01	1.28E+01
Sample1680	2.99E+01	4.26E+01	2.26E+01	1.01E+01	3.53E+01	2.38E+01
Sample1681	2.05E+01	1.10E+01	2.52E+01	1.70E+01	1.48E+01	1.78E+01
Sample1682	9.24E+00	6.44E+00	9.43E+00	1.90E+01	8.31E+00	1.88E+01
Sample1683	3.79E+01	1.56E+01	2.58E+01	2.72E+01	4.03E+01	1.33E+01
Sample1684	1.99E+01	2.13E+01	2.13E+01	2.26E+01	2.93E+01	1.68E+01
Sample1685	3.94E+01	4.83E+00	4.74E+01	2.28E+01	5.07E+01	2.21E+01
Sample1686	1.97E+01	1.14E+01	1.88E+01	2.76E+01	1.75E+01	2.01E+01
Sample1687	1.95E+01	9.47E+00	1.69E+01	8.45E+00	1.50E+01	1.55E+01
Sample1688	1.21E+01	9.32E+00	9.30E+00	9.66E+00	1.83E+01	1.68E+01
Sample1689	1.40E+01	1.16E+01	1.12E+01	1.11E+01	1.06E+01	1.27E+01
Sample1690	1.25E+01	1.23E+01	1.85E+01	1.29E+01	1.52E+01	1.10E+01
Sample1691	2.15E+01	1.39E+01	2.29E+01	2.25E+01	1.26E+01	1.33E+01
Sample1692	1.35E+01	1.20E+01	2.16E+01	2.79E+01	1.82E+01	1.98E+01
Sample1693	1.81E+01	9.05E+00	1.64E+01	1.90E+01	5.98E+00	1.65E+01
Sample1694	4.53E+01	1.32E+01	5.63E+01	3.38E+01	5.90E+01	1.19E+01
Sample1695	4.20E+01	1.14E+01	4.75E+01	2.89E+01	5.17E+01	1.91E+01
Sample1696	3.65E+01	3.15E+01	2.22E+01	2.28E+01	1.35E+01	2.68E+01
Sample1697	6.60E+00	8.18E+00	1.31E+01	2.88E+01	1.60E+01	3.73E+01
Sample1698	1.26E+01	1.47E+01	2.64E+01	2.11E+01	1.44E+01	2.05E+01
Sample1699	2.33E+01	8.87E+00	3.12E+01	1.81E+01	3.56E+01	1.44E+01
Sample1700	1.03E+01	9.31E+00	1.44E+01	1.39E+01	1.61E+01	1.54E+01
Sample1701	2.95E+01	1.19E+01	8.74E+00	1.19E+01	1.34E+01	9.88E+00
Sample1702	3.39E+01	1.34E+01	1.48E+01	1.60E+01	1.03E+01	2.05E+01
Sample1703	2.01E+01	1.55E+01	1.59E+01	2.03E+01	7.42E+00	2.13E+01
Sample1704	1.21E+01	9.34E+00	2.73E+01	2.62E+01	2.51E+01	2.52E+01
Sample1705	3.97E+01	1.15E+01	4.23E+01	2.16E+01	4.97E+01	2.22E+01
Sample1706	2.11E+01	2.34E+01	2.59E+01	1.96E+01	1.48E+01	8.20E+00
Sample1707	1.58E+01	1.26E+01	2.23E+01	2.15E+01	1.37E+01	1.88E+01
Sample1708	4.57E+01	8.37E+00	1.09E+01	2.73E+01	1.34E+01	2.74E+01
Sample1709	1.36E+01	1.18E+01	2.05E+01	2.89E+01	2.07E+01	1.26E+01
Sample1710	1.57E+01	4.54E+00	1.62E+01	2.92E+01	1.46E+01	3.14E+01
Sample1711	1.02E+01	1.54E+01	9.83E+00	1.74E+01	2.47E+01	1.97E+01
Sample1712	2.56E+01	7.64E+00	9.00E+00	2.03E+01	1.61E+01	1.06E+01
Sample1713	3.71E+01	7.00E+00	1.28E+01	2.75E+01	8.28E+00	1.44E+01
Sample1714	2.96E+01	0.00E+00	4.83E+01	3.05E+01	4.15E+01	1.50E+01
