Samples	Signature A	Signature B	Signature C	Signature D	Signature E
Sample1044	1.37E+01	1.37E+01	1.98E+01	2.58E+01	1.16E+01
Sample1045	2.23E+01	1.45E+01	8.10E+00	2.25E+01	1.04E+01
Sample1046	1.52E+01	3.98E+01	2.31E+01	3.71E+01	1.87E+01
Sample1047	1.70E+01	1.18E+01	1.63E+01	2.30E+01	1.15E+01
Sample1048	2.10E+01	1.76E+01	1.30E+01	2.41E+01	9.26E+00
Sample1049	1.86E+01	1.85E+01	2.38E+01	2.23E+01	1.10E+01
Sample1050	1.47E+01	1.50E+01	1.44E+01	1.59E+01	9.75E+00
Sample1051	4.04E+01	2.50E+01	3.03E+01	5.56E+01	2.06E+01
Sample1052	4.68E+01	2.58E+01	2.10E+01	5.28E+01	4.75E+00
Sample1053	1.52E+01	1.53E+01	2.11E+01	1.92E+01	8.52E+00
Sample1054	3.17E+01	1.80E+01	2.52E+01	2.04E+01	1.60E+01
Sample1055	3.65E+01	2.92E+01	1.63E+01	5.56E+01	1.14E+01
Sample1056	1.31E+01	2.10E+01	9.29E+00	1.58E+01	8.73E+00
Sample1057	1.08E+01	8.63E+00	2.21E+01	1.50E+01	1.16E+01
Sample1058	1.73E+01	1.22E+01	6.43E+00	2.00E+01	9.25E+00
Sample1059	1.96E+01	1.82E+01	1.03E+01	4.82E+01	2.13E+01
Sample1060	3.01E+01	1.53E+01	2.45E+01	5.09E+01	1.67E+01
Sample1061	3.00E+01	2.35E+01	1.64E+01	5.38E+01	2.15E+01
Sample1062	2.66E+01	1.99E+01	3.03E+01	2.43E+01	1.32E+01
Sample1063	3.00E+01	1.66E+01	2.10E+01	3.98E+01	8.25E+00
Sample1064	1.37E+01	1.16E+01	1.56E+01	1.74E+01	1.18E+01
Sample1065	2.58E+01	1.25E+01	2.06E+01	1.65E+01	1.30E+01
Sample1066	3.61E+01	2.36E+01	2.00E+01	3.50E+01	6.58E+00
Sample1067	1.56E+01	1.70E+01	1.05E+01	2.05E+01	9.67E+00
Sample1068	7.98E+00	1.04E+01	2.32E+01	1.24E+01	6.73E+00
Sample1069	2.42E+01	1.91E+01	2.47E+01	5.28E+01	7.96E+00
Sample1070	3.11E+01	2.14E+01	1.39E+01	3.00E+01	8.36E+00
Sample1071	3.15E+01	1.90E+01	2.00E+01	2.81E+01	9.33E+00
Sample1072	2.05E+01	2.21E+01	1.96E+01	1.54E+01	9.93E+00
Sample1073	3.16E+01	2.86E+01	1.77E+01	4.00E+01	1.19E+01
Sample1074	1.65E+01	2.03E+01	2.81E+01	1.89E+01	9.29E+00
Sample1075	2.52E+01	1.46E+01	1.59E+01	1.57E+01	1.20E+01
Sample1076	1.68E+01	1.00E+01	1.32E+01	1.08E+01	7.53E+00
Sample1077	2.87E+01	1.61E+01	2.52E+01	1.90E+01	1.10E+01
Sample1078	1.58E+01	1.64E+01	2.49E+01	1.82E+01	1.34E+01
Sample1079	1.28E+01	3.66E+01	3.09E+01	3.36E+01	1.42E+01
Sample1080	3.80E+01	2.82E+01	2.90E+01	3.49E+01	6.54E+00
Sample1081	1.54E+01	8.39E+00	1.89E+01	2.67E+01	8.86E+00
Sample1082	9.07E+00	1.08E+01	1.16E+01	1.51E+01	1.02E+01
Sample1083	2.03E+01	2.10E+01	1.83E+01	2.13E+01	1.38E+01
Sample1084	2.31E+01	1.49E+01	2.54E+01	2.13E+01	8.14E+00
Sample1085	1.54E+01	1.43E+01	2.33E+01	1.30E+01	9.39E+00
Sample1086	1.90E+01	1.65E+01	1.18E+01	1.18E+01	1.17E+01
Sample1087	1.78E+01	1.78E+01	1.75E+01	2.98E+01	7.49E+00
Sample1088	2.25E+01	2.75E+01	2.96E+01	4.73E+01	2.32E+01
Sample1089	2.13E+01	1.59E+01	1.79E+01	1.96E+01	6.79E+00
Sample1090	2.11E+01	3.09E+01	2.69E+01	3.44E+01	9.29E+00
Sample1091	2.83E+01	1.41E+01	2.07E+01	1.37E+01	1.13E+01
Sample1092	1.85E+01	1.95E+01	1.25E+01	1.49E+01	1.36E+01
Sample1093	9.54E+00	2.37E+01	2.85E+01	1.54E+01	6.18E+00
Sample1094	1.60E+01	1.33E+01	1.29E+01	1.79E+01	8.95E+00
Sample1095	1.94E+01	1.68E+01	2.11E+01	4.44E+01	3.16E+01
Sample1096	1.80E+01	2.68E+01	2.24E+01	3.07E+01	8.82E+00
Sample1097	1.55E+01	1.54E+01	2.57E+01	3.46E+01	8.89E+00
Sample1098	1.63E+01	2.00E+01	2.46E+01	1.62E+01	1.08E+01
Sample1099	2.73E+01	1.80E+01	1.62E+01	2.74E+01	1.30E+01
Sample1100	3.92E+01	1.68E+01	2.64E+01	6.75E+01	2.24E+01
Sample1101	1.05E+01	2.00E+01	2.66E+01	1.43E+01	1.41E+01
Sample1102	2.60E+01	2.41E+01	2.88E+01	6.28E+01	2.24E+01
Sample1103	2.47E+01	2.67E+01	3.22E+01	6.02E+01	2.32E+01
Sample1104	2.13E+01	9.66E+00	1.22E+01	3.39E+01	1.31E+01
Sample1105	2.30E+01	2.21E+01	1.94E+01	1.70E+01	1.62E+01
Sample1106	2.57E+01	1.93E+01	1.60E+01	4.42E+01	1.09E+01
Sample1107	2.60E+01	2.62E+01	2.00E+01	3.04E+01	6.94E+00
Sample1108	1.51E+01	1.01E+01	2.10E+01	1.95E+01	1.47E+01
Sample1109	2.09E+01	2.02E+01	8.00E+00	2.88E+01	8.05E+00
Sample1110	5.75E+00	2.18E+01	1.39E+01	1.32E+01	9.87E+00
Sample1111	2.86E+01	1.79E+01	2.15E+01	2.47E+01	1.15E+01
Sample1112	2.00E+01	1.40E+01	9.70E+00	1.72E+01	5.84E+00
Sample1113	2.79E+01	3.00E+01	2.30E+01	4.92E+01	1.96E+01
Sample1114	1.79E+01	1.62E+01	1.94E+01	1.80E+01	1.10E+01
Sample1115	1.51E+01	1.95E+01	2.59E+01	2.91E+01	6.50E+00
Sample1116	1.51E+01	2.39E+01	2.77E+01	2.57E+01	1.56E+01
Sample1117	8.25E+00	1.90E+01	1.52E+01	1.53E+01	1.03E+01
Sample1118	1.03E+01	2.23E+01	2.45E+01	1.40E+01	9.04E+00
Sample1119	2.35E+01	1.74E+01	2.17E+01	3.41E+01	9.29E+00
Sample1120	1.80E+01	8.34E+00	1.17E+01	1.98E+01	5.82E+00
Sample1121	1.27E+01	1.99E+01	1.66E+01	2.53E+01	2.28E+01
Sample1122	2.75E+01	1.84E+01	1.72E+01	3.07E+01	1.15E+01
Sample1123	1.59E+01	2.59E+01	1.96E+01	3.03E+01	1.13E+01
Sample1124	1.71E+01	2.02E+01	2.71E+01	1.53E+01	1.78E+01
Sample1125	2.15E+01	1.40E+01	1.96E+01	1.80E+01	1.19E+01
Sample1126	2.01E+01	2.68E+01	2.05E+01	2.06E+01	6.04E+00
Sample1127	2.79E+01	2.94E+01	2.77E+01	3.86E+01	9.02E+00
Sample1128	1.59E+01	2.04E+01	1.64E+01	1.77E+01	1.16E+01
Sample1129	3.44E+01	2.56E+01	1.72E+01	4.46E+01	1.26E+01
Sample1130	1.38E+01	1.66E+01	2.63E+01	5.14E+01	2.34E+01
Sample1131	1.08E+01	3.01E+01	2.10E+01	1.74E+01	5.96E+00
Sample1132	2.74E+01	2.34E+01	2.10E+01	6.07E+01	2.74E+01
Sample1133	2.65E+01	1.57E+01	1.30E+01	1.83E+01	7.45E+00
Sample1134	3.82E+01	2.22E+01	2.28E+01	4.27E+01	7.36E+00
Sample1135	2.34E+01	2.21E+01	3.61E+01	5.39E+01	2.90E+01
Sample1136	2.64E+01	3.28E+01	1.42E+01	4.37E+01	1.24E+01
Sample1137	2.04E+01	1.39E+01	1.80E+01	1.56E+01	1.26E+01
Sample1138	1.37E+01	1.89E+01	2.62E+01	1.53E+01	9.46E+00
Sample1139	1.48E+01	1.01E+01	2.58E+01	3.35E+01	1.52E+01
Sample1140	3.22E+01	4.25E+01	2.63E+01	5.27E+01	7.22E+00
Sample1141	2.27E+01	2.60E+01	2.81E+01	5.41E+01	8.18E+00
Sample1142	1.23E+01	2.07E+01	3.79E+01	4.98E+01	8.66E+00
Sample1143	3.55E+01	2.98E+01	1.17E+01	4.47E+01	1.05E+01
Sample1144	2.58E+01	2.70E+01	1.51E+01	4.72E+01	1.24E+01
Sample1145	3.11E+01	2.26E+01	2.74E+01	7.33E+01	2.68E+01
Sample1146	2.99E+01	2.30E+01	2.63E+01	1.65E+01	1.62E+01
Sample1147	4.30E+01	3.26E+01	1.69E+01	5.18E+01	4.85E+00
Sample1148	1.61E+01	1.71E+01	1.60E+01	8.71E+00	1.03E+01
Sample1149	1.75E+01	2.27E+01	2.17E+01	3.35E+01	9.83E+00
Sample1150	1.24E+01	1.49E+01	1.16E+01	1.51E+01	9.10E+00
Sample1151	2.29E+01	2.61E+01	3.00E+01	1.98E+01	6.79E+00
Sample1152	1.69E+01	2.03E+01	2.91E+01	3.98E+01	1.63E+01
Sample1153	1.75E+01	2.11E+01	2.93E+01	5.11E+01	4.38E+00
Sample1154	3.27E+01	2.48E+01	2.00E+01	4.60E+01	1.13E+01
Sample1155	1.88E+01	2.05E+01	2.28E+01	4.42E+01	1.18E+01
Sample1156	2.61E+01	1.47E+01	1.08E+01	2.19E+01	1.30E+01
Sample1157	1.36E+01	1.28E+01	1.60E+01	1.59E+01	8.56E+00
Sample1158	1.13E+01	1.96E+01	9.15E+00	1.53E+01	9.91E+00
Sample1159	3.90E+01	2.33E+01	2.62E+01	3.52E+01	4.17E+00
Sample1160	2.06E+01	1.16E+01	1.66E+01	3.95E+01	1.56E+01
Sample1161	1.38E+01	1.34E+01	1.97E+01	2.45E+01	6.61E+00
Sample1162	1.72E+01	1.51E+01	2.19E+01	2.33E+01	1.27E+01
Sample1163	1.52E+01	1.00E+01	1.31E+01	2.47E+01	1.53E+01
Sample1164	1.11E+01	1.67E+01	2.01E+01	1.42E+01	9.18E+00
Sample1165	3.21E+01	2.72E+01	1.38E+01	4.48E+01	7.34E+00
Sample1166	1.31E+01	1.39E+01	2.50E+01	2.17E+01	1.21E+01
Sample1167	1.82E+01	1.95E+01	2.48E+01	5.92E+01	2.18E+01
Sample1168	1.08E+01	2.52E+01	1.72E+01	2.79E+01	1.02E+01
Sample1169	2.07E+01	2.42E+01	2.04E+01	3.10E+01	1.66E+01
Sample1170	3.18E+01	1.46E+01	2.28E+01	2.39E+01	8.29E+00
Sample1171	3.93E+01	1.78E+01	2.12E+01	3.56E+01	9.33E+00
Sample1172	1.46E+01	2.01E+01	2.86E+01	1.90E+01	1.44E+01
Sample1173	1.48E+01	1.41E+01	2.29E+01	1.17E+01	7.34E+00
Sample1174	9.06E+00	1.21E+01	1.52E+01	9.70E+00	8.00E+00
Sample1175	1.71E+01	1.19E+01	1.99E+01	1.37E+01	1.26E+01
Sample1176	2.47E+01	1.99E+01	2.63E+01	2.05E+01	9.02E+00
Sample1177	1.33E+01	1.56E+01	2.71E+01	1.48E+01	5.38E+00
Sample1178	2.86E+01	2.59E+01	1.97E+01	3.18E+01	1.26E+01
Sample1179	2.04E+01	1.68E+01	1.92E+01	2.74E+01	9.05E+00
Sample1180	1.91E+01	1.45E+01	1.67E+01	1.58E+01	9.25E+00
Sample1181	2.36E+01	1.67E+01	1.97E+01	1.57E+01	1.06E+01
Sample1182	2.86E+01	3.44E+01	9.60E+00	3.31E+01	1.52E+01
Sample1183	1.91E+01	2.40E+01	2.33E+01	1.73E+01	1.79E+01
Sample1184	2.22E+01	2.02E+01	1.61E+01	2.77E+01	1.45E+01
Sample1185	1.09E+01	2.27E+01	2.38E+01	1.56E+01	9.22E+00
Sample1186	1.57E+01	1.55E+01	2.06E+01	1.94E+01	1.00E+01
Sample1187	1.32E+01	2.44E+01	1.52E+01	2.03E+01	8.20E+00
Sample1188	2.74E+01	1.27E+01	1.63E+01	2.45E+01	9.88E+00
Sample1189	2.30E+01	1.53E+01	7.01E+00	2.56E+01	1.90E+01
Sample1190	1.42E+01	2.24E+01	1.58E+01	1.29E+01	1.33E+01
Sample1191	1.59E+01	2.38E+01	2.16E+01	2.36E+01	7.33E+00
Sample1192	3.29E+01	2.46E+01	1.25E+01	2.97E+01	5.87E+00
Sample1193	2.69E+01	2.82E+01	2.79E+01	3.33E+01	1.26E+01
Sample1194	3.13E+01	2.50E+01	2.00E+01	3.84E+01	8.95E+00
Sample1195	1.12E+01	2.46E+01	1.53E+01	2.62E+01	7.64E+00
Sample1196	2.05E+01	2.41E+01	1.54E+01	3.03E+01	2.03E+01
Sample1197	2.48E+01	2.87E+01	1.74E+01	5.85E+01	2.19E+01
Sample1198	2.51E+01	1.66E+01	1.54E+01	1.72E+01	1.00E+01
Sample1199	1.54E+01	1.64E+01	2.29E+01	2.30E+01	7.54E+00
Sample1200	2.53E+01	1.48E+01	1.35E+01	1.60E+01	1.46E+01
Sample1201	2.97E+01	2.68E+01	1.73E+01	1.89E+01	1.05E+01
Sample1202	1.00E+01	1.35E+01	2.77E+01	2.04E+01	1.45E+01
Sample1203	1.26E+01	1.05E+01	1.07E+01	1.56E+01	1.07E+01
Sample1204	1.44E+01	8.30E+00	1.07E+01	9.46E+00	7.30E+00
Sample1205	3.72E+01	2.55E+01	2.26E+01	5.26E+01	1.36E+01
Sample1206	1.84E+01	2.00E+01	2.94E+01	1.27E+01	1.16E+01
Sample1207	1.42E+01	1.70E+01	1.92E+01	1.53E+01	7.70E+00
Sample1208	9.28E+00	2.34E+01	3.04E+01	4.18E+01	5.66E+00
Sample1209	1.88E+01	1.73E+01	1.91E+01	9.41E+00	7.99E+00
Sample1210	1.28E+01	1.76E+01	2.31E+01	1.66E+01	8.47E+00
Sample1211	1.84E+01	2.09E+01	1.85E+01	2.75E+01	9.65E+00
Sample1212	1.91E+01	1.03E+01	1.79E+01	1.57E+01	8.65E+00
Sample1213	1.80E+01	1.81E+01	1.70E+01	1.78E+01	1.30E+01
Sample1214	3.02E+01	2.60E+01	2.34E+01	2.81E+01	1.13E+01
Sample1215	1.49E+01	1.55E+01	1.64E+01	2.00E+01	9.03E+00
Sample1216	2.00E+01	1.65E+01	1.62E+01	1.69E+01	8.33E+00
Sample1217	1.74E+01	1.91E+01	1.39E+01	1.48E+01	1.17E+01
Sample1218	2.50E+01	1.27E+01	2.67E+01	6.05E+01	2.90E+01
Sample1219	3.97E+01	3.02E+01	3.05E+01	3.58E+01	7.72E+00
Sample1220	1.67E+01	3.27E+01	2.89E+01	1.63E+01	7.15E+00
Sample1221	3.72E+01	2.59E+01	1.43E+01	5.81E+01	8.92E+00
Sample1222	1.34E+01	1.87E+01	2.31E+01	2.52E+01	8.33E+00
Sample1223	1.49E+01	1.42E+01	1.64E+01	2.17E+01	1.20E+01
Sample1224	1.51E+01	2.70E+01	1.90E+01	2.64E+01	9.13E+00
Sample1225	3.10E+01	1.76E+01	2.25E+01	3.01E+01	1.09E+01
Sample1226	3.14E+01	1.96E+01	3.57E+01	1.12E+01	9.41E+00
Sample1227	1.72E+01	1.25E+01	1.53E+01	1.89E+01	6.96E+00
Sample1228	1.80E+01	2.23E+01	2.87E+01	2.49E+01	9.51E+00
Sample1229	1.89E+01	2.37E+01	1.35E+01	1.91E+01	7.47E+00
Sample1230	2.13E+01	1.63E+01	1.64E+01	4.38E+01	1.44E+01
Sample1231	2.95E+01	2.53E+01	2.14E+01	3.47E+01	1.13E+01
Sample1232	1.95E+01	1.85E+01	2.02E+01	2.39E+01	1.24E+01
Sample1233	1.57E+01	1.63E+01	2.73E+01	2.16E+01	1.35E+01
Sample1234	1.38E+01	2.62E+01	2.70E+01	1.02E+01	6.76E+00
Sample1235	3.65E+01	2.61E+01	1.30E+01	3.75E+01	1.81E+01
Sample1236	2.17E+01	1.84E+01	1.67E+01	1.26E+01	1.08E+01
Sample1237	1.77E+01	2.16E+01	2.21E+01	1.46E+01	6.44E+00
Sample1238	2.27E+01	2.95E+01	2.12E+01	3.67E+01	1.44E+01
Sample1239	1.72E+01	1.81E+01	3.12E+01	1.64E+01	7.49E+00
Sample1240	3.80E+01	3.25E+01	3.01E+01	4.16E+01	1.48E+01
Sample1241	2.20E+01	2.38E+01	1.47E+01	4.73E+01	1.65E+01
Sample1242	1.43E+01	2.31E+01	2.22E+01	1.50E+01	6.83E+00
Sample1243	3.28E+01	2.18E+01	2.21E+01	2.89E+01	6.27E+00
Sample1244	1.29E+01	1.70E+01	3.11E+01	2.65E+01	1.20E+01
Sample1245	3.53E+01	1.92E+01	1.95E+01	2.15E+01	5.43E+00
Sample1246	1.78E+01	2.02E+01	1.68E+01	1.83E+01	1.73E+01
Sample1247	1.89E+01	9.95E+00	1.88E+01	1.21E+01	1.22E+01
Sample1248	3.72E+01	2.80E+01	2.80E+01	4.70E+01	1.36E+01
Sample1249	1.51E+01	1.91E+01	1.23E+01	1.68E+01	1.77E+01
Sample1250	3.76E+01	3.37E+01	1.31E+01	4.13E+01	1.13E+01
Sample1251	1.56E+01	2.13E+01	2.41E+01	6.79E+00	1.04E+01
Sample1252	1.40E+01	2.28E+01	2.17E+01	3.74E+01	1.28E+01
Sample1253	2.58E+01	2.41E+01	1.77E+01	3.07E+01	8.12E+00
Sample1254	1.97E+01	1.77E+01	1.82E+01	1.50E+01	4.06E+00
Sample1255	7.42E+00	1.85E+01	1.31E+01	1.91E+01	4.27E+00
Sample1256	1.38E+01	1.77E+01	2.06E+01	2.21E+01	8.86E+00
Sample1257	1.43E+01	1.32E+01	2.12E+01	2.16E+01	1.35E+01
Sample1258	2.61E+01	1.83E+01	1.68E+01	2.68E+01	8.94E+00
Sample1259	2.44E+01	1.77E+01	1.78E+01	1.21E+01	8.86E+00
Sample1260	2.98E+01	2.79E+01	1.27E+01	3.58E+01	1.37E+01
Sample1261	3.14E+01	1.61E+01	2.10E+01	6.44E+01	2.16E+01
Sample1262	1.78E+01	2.02E+01	1.56E+01	2.02E+01	9.95E+00
Sample1263	1.10E+01	1.62E+01	2.95E+01	2.76E+01	1.06E+01
Sample1264	1.51E+01	2.29E+01	1.85E+01	2.31E+01	1.07E+01
Sample1265	2.13E+01	1.85E+01	1.40E+01	2.24E+01	1.31E+01
Sample1266	4.13E+01	2.87E+01	2.67E+01	3.48E+01	8.54E+00
Sample1267	3.51E+01	1.86E+01	2.70E+01	3.04E+01	8.09E+00
Sample1268	1.13E+01	1.82E+01	1.75E+01	1.01E+01	1.25E+01
Sample1269	1.17E+01	1.65E+01	1.55E+01	1.68E+01	7.51E+00
Sample1270	3.76E+01	1.81E+01	2.05E+01	2.85E+01	9.83E+00
Sample1271	1.81E+01	9.53E+00	1.41E+01	1.99E+01	1.09E+01
Sample1272	2.10E+01	1.52E+01	3.14E+01	2.83E+01	1.07E+01
Sample1273	1.90E+01	1.64E+01	1.86E+01	2.31E+01	1.14E+01
Sample1274	1.60E+01	1.60E+01	1.83E+01	2.26E+01	1.02E+01
Sample1275	3.56E+01	2.27E+01	1.55E+01	4.16E+01	9.34E+00
Sample1276	3.21E+01	2.21E+01	2.89E+01	7.17E+01	2.56E+01
Sample1277	9.99E+00	2.74E+01	2.56E+01	4.02E+01	3.38E+00
Sample1278	4.03E+01	1.87E+01	1.99E+01	3.89E+01	1.16E+01
Sample1279	1.60E+01	1.81E+01	3.27E+01	2.77E+01	1.07E+01
Sample1280	2.23E+01	1.53E+01	2.42E+01	3.76E+01	1.20E+01
Sample1281	1.39E+01	1.34E+01	2.10E+01	4.57E+01	2.20E+01
Sample1282	1.95E+01	2.25E+01	2.40E+01	1.95E+01	7.08E+00
Sample1283	2.12E+01	3.13E+01	1.71E+01	2.72E+01	1.69E+01
Sample1284	1.34E+01	1.88E+01	2.09E+01	1.72E+01	7.30E+00
Sample1285	2.79E+01	2.67E+01	2.23E+01	4.22E+01	1.73E+01
Sample1286	2.57E+01	2.35E+01	1.52E+01	4.07E+01	7.22E+00
Sample1287	1.95E+01	2.53E+01	3.36E+01	3.01E+01	8.82E+00
Sample1288	3.79E+01	2.08E+01	2.21E+01	3.96E+01	5.34E+00
Sample1289	2.50E+01	1.52E+01	1.79E+01	1.63E+01	9.16E+00
Sample1290	2.28E+01	1.75E+01	2.57E+01	1.21E+01	9.38E+00
Sample1291	2.33E+01	2.21E+01	1.54E+01	3.58E+01	1.41E+01
Sample1292	1.93E+01	1.45E+01	2.17E+01	1.64E+01	8.90E+00
Sample1293	2.51E+01	2.26E+01	2.45E+01	2.78E+01	1.61E+01
Sample1294	1.33E+01	1.94E+01	1.92E+01	1.24E+01	1.25E+01
Sample1295	3.00E+01	4.09E+01	2.19E+01	4.08E+01	1.12E+01
Sample1296	1.65E+01	1.21E+01	2.26E+01	3.37E+01	1.75E+01
Sample1297	2.10E+01	1.03E+01	2.41E+01	5.04E+01	2.34E+01
Sample1298	3.48E+01	3.87E+01	2.03E+01	5.85E+01	1.02E+01
Sample1299	2.84E+01	2.76E+01	1.61E+01	2.34E+01	1.77E+01
Sample1300	1.24E+01	1.24E+01	9.53E+00	2.34E+01	6.24E+00
Sample1301	2.28E+01	2.47E+01	2.68E+01	1.56E+01	1.32E+01
Sample1302	1.29E+01	2.18E+01	1.21E+01	2.36E+01	1.11E+01
Sample1303	2.63E+01	4.02E+01	1.97E+01	5.66E+01	2.47E+01
Sample1304	1.41E+01	2.50E+01	3.15E+01	2.01E+01	1.20E+01
Sample1305	1.88E+01	2.16E+01	2.15E+01	3.19E+01	1.39E+01
Sample1306	3.24E+01	2.01E+01	1.34E+01	2.68E+01	6.97E+00
Sample1307	2.56E+01	1.91E+01	2.32E+01	1.72E+01	8.85E+00
Sample1308	2.85E+01	2.58E+01	2.28E+01	2.38E+01	1.03E+01
Sample1309	1.80E+01	2.06E+01	2.05E+01	1.87E+01	1.17E+01
Sample1310	4.89E+00	3.39E+01	2.16E+01	2.93E+01	1.66E+01
Sample1311	2.75E+01	3.46E+01	2.45E+01	3.81E+01	7.11E+00
Sample1312	3.06E+01	1.81E+01	9.54E+00	4.11E+01	1.20E+01
Sample1313	2.66E+01	8.10E+00	1.62E+01	1.61E+01	1.36E+01
Sample1314	1.40E+01	1.95E+01	2.21E+01	1.79E+01	5.73E+00
Sample1315	2.80E+01	2.10E+01	2.91E+01	6.01E+01	1.08E+01
Sample1316	1.85E+01	1.90E+01	2.71E+01	4.81E+01	4.28E+00
Sample1317	2.17E+01	1.87E+01	2.50E+01	2.41E+01	1.55E+01
Sample1318	1.16E+01	1.82E+01	1.93E+01	1.34E+01	7.86E+00
Sample1319	1.54E+01	2.61E+01	3.74E+01	4.61E+01	7.54E+00
Sample1320	1.54E+01	2.12E+01	3.05E+01	3.62E+01	7.29E+00
Sample1321	3.33E+01	2.52E+01	1.23E+01	3.47E+01	1.30E+01
Sample1322	2.70E+01	1.05E+01	2.18E+01	4.56E+01	2.14E+01
Sample1323	2.41E+01	1.73E+01	3.37E+01	6.29E+01	1.92E+01
Sample1324	2.80E+01	3.33E+01	2.26E+01	3.98E+01	1.06E+01
Sample1325	1.11E+01	1.80E+01	1.89E+01	1.95E+01	1.01E+01
Sample1326	2.52E+01	1.60E+01	1.17E+01	2.02E+01	1.19E+01
Sample1327	3.71E+01	2.55E+01	1.37E+01	3.98E+01	1.23E+01
Sample1328	3.42E+01	2.27E+01	2.53E+01	3.92E+01	4.84E+00
Sample1329	2.25E+01	1.32E+01	2.55E+01	1.02E+01	6.52E+00
Sample1330	1.33E+01	1.63E+01	2.18E+01	1.78E+01	7.74E+00
Sample1331	4.27E+01	3.01E+01	2.19E+01	4.14E+01	8.43E+00
Sample1332	2.78E+01	2.28E+01	2.91E+01	6.17E+01	2.13E+01
Sample1333	2.28E+01	1.84E+01	1.51E+01	1.14E+01	9.89E+00
Sample1334	1.47E+01	1.54E+01	1.36E+01	3.50E+01	2.44E+01
Sample1335	4.46E+01	3.06E+01	1.61E+01	4.49E+01	6.46E+00
Sample1336	2.36E+01	1.99E+01	1.07E+01	2.13E+01	9.45E+00
Sample1337	2.40E+01	1.22E+01	2.58E+01	2.05E+01	6.08E+00
Sample1338	4.09E+01	2.43E+01	2.39E+01	3.91E+01	8.57E+00
Sample1339	1.64E+01	1.52E+01	2.28E+01	3.03E+01	1.05E+01
Sample1340	4.24E+01	2.91E+01	2.55E+01	3.27E+01	7.21E+00
Sample1341	3.21E+01	2.37E+01	1.99E+01	1.14E+01	7.15E+00
Sample1342	2.19E+01	2.28E+01	2.38E+01	3.97E+01	1.48E+01
Sample1343	1.42E+01	1.85E+01	2.76E+01	2.10E+01	7.19E+00
Sample1344	8.47E+00	2.37E+01	1.38E+01	2.70E+01	1.31E+01
Sample1345	1.36E+01	1.84E+01	1.98E+01	2.86E+01	1.30E+01
Sample1346	1.50E+01	2.50E+01	2.15E+01	1.23E+01	9.42E+00
Sample1347	1.46E+01	1.45E+01	2.35E+01	8.34E+00	6.80E+00
Sample1348	1.11E+01	1.90E+01	1.90E+01	2.12E+01	8.79E+00
Sample1349	3.09E+01	2.84E+01	2.21E+01	2.27E+01	1.23E+01
Sample1350	1.94E+01	2.77E+01	2.46E+01	4.46E+01	1.30E+01
Sample1351	2.92E+01	2.46E+01	1.80E+01	3.42E+01	1.41E+01
Sample1352	1.46E+01	7.81E+00	2.33E+01	2.46E+01	5.01E+00
Sample1353	2.68E+01	1.38E+01	2.95E+01	6.97E+01	2.68E+01
Sample1354	3.39E+01	2.61E+01	1.09E+01	4.08E+01	9.33E+00
Sample1355	3.21E+01	2.13E+01	1.44E+01	5.01E+01	1.49E+01
Sample1356	1.70E+01	1.99E+01	3.13E+01	1.65E+01	7.75E+00
Sample1357	1.07E+01	1.53E+01	1.43E+01	2.21E+01	1.43E+01
Sample1358	2.20E+01	2.48E+01	4.72E+01	5.58E+01	2.50E+01
Sample1359	1.94E+01	1.13E+01	2.39E+01	1.30E+01	6.11E+00
Sample1360	1.03E+01	1.52E+01	2.30E+01	9.73E+00	8.07E+00
Sample1361	2.98E+01	2.43E+01	1.35E+01	3.92E+01	7.89E+00
Sample1362	3.55E+01	3.58E+01	1.92E+01	2.42E+01	5.85E+00
Sample1363	3.32E+01	2.68E+01	1.95E+01	4.05E+01	9.35E+00
Sample1364	1.60E+01	1.55E+01	2.22E+01	2.36E+01	1.42E+01
Sample1365	1.65E+01	2.14E+01	2.68E+01	3.32E+01	1.49E+01
Sample1366	3.15E+01	1.07E+01	1.91E+01	2.51E+01	1.26E+01
Sample1367	1.07E+01	1.48E+01	1.27E+01	2.86E+01	1.51E+01
Sample1368	1.95E+01	2.05E+01	2.73E+01	2.15E+01	7.05E+00
Sample1369	2.14E+01	2.19E+01	1.75E+01	3.03E+01	1.26E+01
Sample1370	1.67E+01	1.02E+01	1.66E+01	1.27E+01	1.25E+01
Sample1371	1.78E+01	1.72E+01	1.42E+01	1.42E+01	1.17E+01
Sample1372	2.56E+01	3.58E+01	2.34E+01	4.98E+01	1.40E+01
Sample1373	4.72E+01	2.98E+01	2.25E+01	3.82E+01	5.90E+00
Sample1374	1.61E+01	1.70E+01	1.36E+01	2.27E+01	1.23E+01
Sample1375	2.41E+01	2.03E+01	1.53E+01	3.54E+01	1.05E+01
Sample1376	1.44E+01	1.18E+01	1.20E+01	1.78E+01	1.46E+01
Sample1377	2.42E+01	1.74E+01	2.14E+01	2.05E+01	6.91E+00
Sample1378	1.26E+01	1.88E+01	1.50E+01	1.46E+01	7.49E+00
Sample1379	2.07E+01	1.34E+01	2.58E+01	1.73E+01	8.66E+00
Sample1380	1.37E+01	3.79E+01	2.51E+01	3.67E+01	1.86E+01
Sample1381	1.92E+01	2.15E+01	1.99E+01	1.88E+01	1.13E+01
Sample1382	1.39E+01	3.05E+01	2.21E+01	3.13E+01	1.52E+01
Sample1383	1.89E+01	1.17E+01	2.01E+01	2.32E+01	1.14E+01
